,sentiment
33822,negative
33823,positive
33824,negative
33825,negative
33826,negative
33827,positive
33828,positive
33829,negative
33830,positive
33831,positive
33832,positive
33833,positive
33834,negative
33835,positive
33836,positive
33837,negative
33838,negative
33839,positive
33840,positive
33841,positive
33842,positive
33843,positive
33844,negative
33845,negative
33846,negative
33847,positive
33848,negative
33849,negative
33850,positive
33851,negative
33852,negative
33853,positive
33854,negative
33855,positive
33856,negative
33857,negative
33858,negative
33859,positive
33860,positive
33861,positive
33862,positive
33863,positive
33864,negative
33865,negative
33866,positive
33867,negative
33868,positive
33869,positive
33870,positive
33871,positive
33872,negative
33873,positive
33874,negative
33875,positive
33876,positive
33877,negative
33878,positive
33879,negative
33880,negative
33881,negative
33882,positive
33883,negative
33884,negative
33885,negative
33886,positive
33887,positive
33888,negative
33889,positive
33890,positive
33891,positive
33892,negative
33893,negative
33894,negative
33895,negative
33896,positive
33897,negative
33898,positive
33899,positive
33900,positive
33901,positive
33902,positive
33903,negative
33904,positive
33905,negative
33906,positive
33907,negative
33908,negative
33909,negative
33910,positive
33911,positive
33912,negative
33913,positive
33914,positive
33915,negative
33916,negative
33917,positive
33918,negative
33919,positive
33920,positive
33921,positive
33922,positive
33923,negative
33924,positive
33925,negative
33926,negative
33927,positive
33928,negative
33929,negative
33930,positive
33931,negative
33932,positive
33933,positive
33934,positive
33935,positive
33936,positive
33937,negative
33938,positive
33939,negative
33940,positive
33941,positive
33942,negative
33943,positive
33944,negative
33945,positive
33946,negative
33947,negative
33948,positive
33949,positive
33950,positive
33951,negative
33952,negative
33953,positive
33954,positive
33955,negative
33956,negative
33957,positive
33958,positive
33959,positive
33960,positive
33961,negative
33962,positive
33963,negative
33964,negative
33965,negative
33966,positive
33967,positive
33968,positive
33969,negative
33970,negative
33971,positive
33972,negative
33973,negative
33974,positive
33975,positive
33976,negative
33977,positive
33978,negative
33979,negative
33980,positive
33981,negative
33982,negative
33983,negative
33984,positive
33985,negative
33986,negative
33987,negative
33988,negative
33989,positive
33990,positive
33991,positive
33992,negative
33993,positive
33994,negative
33995,negative
33996,positive
33997,negative
33998,positive
33999,negative
34000,negative
34001,positive
34002,negative
34003,positive
34004,negative
34005,positive
34006,positive
34007,positive
34008,positive
34009,negative
34010,negative
34011,negative
34012,positive
34013,positive
34014,negative
34015,negative
34016,positive
34017,negative
34018,negative
34019,positive
34020,negative
34021,negative
34022,negative
34023,negative
34024,positive
34025,positive
34026,positive
34027,negative
34028,positive
34029,negative
34030,negative
34031,positive
34032,positive
34033,positive
34034,positive
34035,negative
34036,positive
34037,positive
34038,positive
34039,negative
34040,positive
34041,negative
34042,negative
34043,positive
34044,negative
34045,positive
34046,negative
34047,negative
34048,negative
34049,negative
34050,negative
34051,negative
34052,negative
34053,negative
34054,negative
34055,negative
34056,negative
34057,positive
34058,negative
34059,negative
34060,positive
34061,negative
34062,negative
34063,negative
34064,negative
34065,positive
34066,negative
34067,negative
34068,positive
34069,negative
34070,negative
34071,positive
34072,negative
34073,negative
34074,negative
34075,positive
34076,negative
34077,negative
34078,negative
34079,negative
34080,negative
34081,negative
34082,negative
34083,positive
34084,positive
34085,positive
34086,negative
34087,negative
34088,negative
34089,negative
34090,positive
34091,negative
34092,positive
34093,positive
34094,negative
34095,positive
34096,negative
34097,negative
34098,positive
34099,negative
34100,negative
34101,positive
34102,positive
34103,positive
34104,negative
34105,negative
34106,negative
34107,negative
34108,positive
34109,negative
34110,positive
34111,negative
34112,negative
34113,positive
34114,negative
34115,positive
34116,negative
34117,negative
34118,negative
34119,negative
34120,negative
34121,positive
34122,negative
34123,positive
34124,negative
34125,positive
34126,positive
34127,negative
34128,negative
34129,positive
34130,positive
34131,positive
34132,positive
34133,positive
34134,negative
34135,positive
34136,negative
34137,positive
34138,negative
34139,positive
34140,negative
34141,negative
34142,negative
34143,positive
34144,negative
34145,positive
34146,negative
34147,negative
34148,negative
34149,positive
34150,negative
34151,positive
34152,negative
34153,positive
34154,positive
34155,positive
34156,negative
34157,negative
34158,positive
34159,negative
34160,positive
34161,negative
34162,positive
34163,negative
34164,positive
34165,negative
34166,negative
34167,positive
34168,positive
34169,positive
34170,positive
34171,negative
34172,negative
34173,positive
34174,positive
34175,negative
34176,positive
34177,positive
34178,negative
34179,negative
34180,negative
34181,positive
34182,positive
34183,positive
34184,negative
34185,positive
34186,negative
34187,positive
34188,positive
34189,negative
34190,negative
34191,negative
34192,positive
34193,negative
34194,positive
34195,positive
34196,negative
34197,positive
34198,negative
34199,positive
34200,negative
34201,positive
34202,negative
34203,negative
34204,positive
34205,negative
34206,positive
34207,negative
34208,positive
34209,negative
34210,positive
34211,negative
34212,positive
34213,negative
34214,positive
34215,positive
34216,positive
34217,positive
34218,positive
34219,positive
34220,positive
34221,positive
34222,positive
34223,negative
34224,positive
34225,negative
34226,positive
34227,positive
34228,positive
34229,positive
34230,positive
34231,positive
34232,negative
34233,positive
34234,positive
34235,negative
34236,negative
34237,negative
34238,negative
34239,negative
34240,positive
34241,positive
34242,positive
34243,positive
34244,negative
34245,negative
34246,negative
34247,positive
34248,negative
34249,positive
34250,positive
34251,negative
34252,negative
34253,positive
34254,negative
34255,negative
34256,positive
34257,negative
34258,positive
34259,negative
34260,positive
34261,negative
34262,negative
34263,positive
34264,positive
34265,negative
34266,positive
34267,positive
34268,negative
34269,negative
34270,negative
34271,negative
34272,positive
34273,negative
34274,negative
34275,negative
34276,positive
34277,negative
34278,positive
34279,positive
34280,positive
34281,negative
34282,negative
34283,negative
34284,negative
34285,positive
34286,positive
34287,negative
34288,negative
34289,positive
34290,negative
34291,positive
34292,positive
34293,positive
34294,negative
34295,negative
34296,negative
34297,negative
34298,positive
34299,negative
34300,negative
34301,positive
34302,negative
34303,positive
34304,positive
34305,positive
34306,negative
34307,negative
34308,positive
34309,negative
34310,positive
34311,positive
34312,positive
34313,negative
34314,positive
34315,negative
34316,negative
34317,positive
34318,positive
34319,negative
34320,negative
34321,positive
34322,positive
34323,negative
34324,negative
34325,negative
34326,negative
34327,positive
34328,negative
34329,positive
34330,negative
34331,positive
34332,negative
34333,positive
34334,positive
34335,positive
34336,positive
34337,positive
34338,negative
34339,positive
34340,negative
34341,positive
34342,positive
34343,positive
34344,positive
34345,negative
34346,positive
34347,positive
34348,negative
34349,positive
34350,positive
34351,negative
34352,negative
34353,negative
34354,positive
34355,negative
34356,positive
34357,positive
34358,negative
34359,positive
34360,positive
34361,positive
34362,positive
34363,negative
34364,positive
34365,positive
34366,positive
34367,negative
34368,positive
34369,negative
34370,negative
34371,positive
34372,positive
34373,negative
34374,positive
34375,negative
34376,positive
34377,negative
34378,negative
34379,positive
34380,positive
34381,positive
34382,positive
34383,positive
34384,positive
34385,negative
34386,positive
34387,positive
34388,negative
34389,negative
34390,positive
34391,positive
34392,positive
34393,positive
34394,negative
34395,positive
34396,positive
34397,negative
34398,positive
34399,positive
34400,positive
34401,positive
34402,positive
34403,positive
34404,negative
34405,negative
34406,positive
34407,negative
34408,negative
34409,positive
34410,positive
34411,negative
34412,negative
34413,negative
34414,positive
34415,negative
34416,positive
34417,positive
34418,negative
34419,positive
34420,positive
34421,positive
34422,negative
34423,negative
34424,positive
34425,positive
34426,positive
34427,positive
34428,negative
34429,negative
34430,positive
34431,positive
34432,positive
34433,negative
34434,positive
34435,positive
34436,positive
34437,positive
34438,positive
34439,positive
34440,positive
34441,positive
34442,negative
34443,positive
34444,positive
34445,negative
34446,positive
34447,positive
34448,positive
34449,positive
34450,positive
34451,negative
34452,positive
34453,positive
34454,positive
34455,negative
34456,positive
34457,negative
34458,positive
34459,positive
34460,negative
34461,positive
34462,negative
34463,positive
34464,negative
34465,positive
34466,positive
34467,positive
34468,positive
34469,positive
34470,negative
34471,negative
34472,positive
34473,positive
34474,negative
34475,negative
34476,negative
34477,negative
34478,negative
34479,negative
34480,negative
34481,negative
34482,positive
34483,positive
34484,negative
34485,positive
34486,negative
34487,negative
34488,negative
34489,positive
